Date,Volume,Adj Close
1/10/2005,7539600,195.06
1/7/2005,9662900,193.85
1/6/2005,10387100,188.55
1/5/2005,8236600,193.51
1/4/2005,13755900,194.5
1/3/2005,15844200,202.71
12/31/2004,7668500,192.79
12/30/2004,5904300,197.6
12/29/2004,2678100,192.9
12/28/2004,4145800,192.76
12/27/2004,6104100,191.91
12/23/2004,3614600,187.9
12/22/2004,3907000,186.3
12/21/2004,5516300,183.75
12/20/2004,9834500,185.02
12/17/2004,7386200,180.08
12/16/2004,8572800,176.47
12/15/2004,11471000,179.78
12/14/2004,11088400,178.69
12/13/2004,4818600,170.45
12/10/2004,4317200,171.65
12/9/2004,7654000,173.43
12/8/2004,7541800,169.98
12/7/2004,6870900,171.43
12/6/2004,6254000,176.29
12/3/2004,5869200,180.4
12/2/2004,6260900,179.4
12/1/2004,7864100,179.96
11/30/2004,7700000,181.98
11/29/2004,10666600,181.05
11/26/2004,6480100,179.39
11/24/2004,15281000,174.76
11/23/2004,12413300,167.52
11/22/2004,12368200,165.1
11/19/2004,8769300,169.4
11/18/2004,16629600,167.54
11/17/2004,18132900,172.5
11/16/2004,20917400,172.54
11/15/2004,11901500,184.87
11/12/2004,16746100,182
11/11/2004,14985500,183.02
11/10/2004,10644000,167.86
11/9/2004,11064200,168.7
11/8/2004,11191800,172.55
11/5/2004,19833100,169.35
11/4/2004,14409600,184.7
11/3/2004,13888700,191.67
11/2/2004,11346300,194.87
11/1/2004,12224900,196.03
10/29/2004,21162500,190.64
10/28/2004,14846800,193.3
10/27/2004,13356500,185.97
10/26/2004,22307100,181.8
10/25/2004,32764200,187.4
10/22/2004,36891900,172.43
10/21/2004,14589500,149.38
10/20/2004,11372700,140.49
10/19/2004,9064000,147.94
10/18/2004,7025200,149.16
10/15/2004,6604000,144.11
10/14/2004,5226300,142
10/13/2004,9893000,140.9
10/12/2004,5838600,137.4
10/11/2004,5241300,135.26
10/8/2004,5540300,137.73
10/7/2004,7064600,138.85
10/6/2004,6697400,137.08
10/5/2004,7494100,138.37
10/4/2004,6517900,135.06
10/1/2004,7570000,132.58
9/30/2004,6885900,129.6
9/29/2004,15273500,131.08
9/28/2004,8473000,126.86
9/27/2004,3536600,118.26
9/24/2004,4566300,119.83
9/23/2004,4272100,120.82
9/22/2004,3794400,118.38
9/21/2004,3618000,117.84
9/20/2004,5319700,119.36
9/17/2004,4741000,117.49
9/16/2004,4637800,113.97
9/15/2004,5361900,112
9/14/2004,5419900,111.49
9/13/2004,3926000,107.5
9/10/2004,4353800,105.33
9/9/2004,2032900,102.31
9/8/2004,2495300,102.3
9/7/2004,2926700,101.58
9/3/2004,2578800,100.01
9/2/2004,7566900,101.51
9/1/2004,4573700,100.25
8/31/2004,2461400,102.37
8/30/2004,2601000,102.01
8/27/2004,3109000,106.15
8/26/2004,3551000,107.91
8/25/2004,4598900,106
8/24/2004,7631300,104.87
8/23/2004,9137200,109.4
8/20/2004,11428600,108.31
8/19/2004,22351900,100.34
